ID;Активно;Раздел 1;Раздел 2;Артикул;Наименование;Описание;Ед. изм;Вес;Объем;Диаметр;Размер;Цвет;Цена;Старая цена;Изображение;Ссылка;оригинальные ссылки на гугле дениса;ID картинки;приставка для создания ссылки на изображение;пп кат;пп блюд;slug;vegan icon;hot icon;;;;;;;;;;;
1303;1;13. Горячие роллы (темпура)🔥;;;Темпура сурими;;шт.;250 гр.;8 шт.;;;;900;;https://static.tildacdn.com/tild6663-3537-4732-a235-633537613664/1303_Tempura_surimi.jpg;;https://drive.google.com/file/d/1kD0N07i425bya2P7BCehAvF2CqfEuujQ/view?usp=drive_link;1kD0N07i425bya2P7BCehAvF2CqfEuujQ;;13;3;tempura;0;0;;;;;;;;;;;
1304;1;13. Горячие роллы (темпура)🔥;;;Хот ролл с лососем;;шт.;300 гр.;8 шт.;;;;1050;;https://static.tildacdn.com/tild6262-3866-4634-a164-326331323465/1304_Hot_roll_syake.jpg;;https://drive.google.com/file/d/11xDbi6U2ee0l4GboxPaAjdR_rb4U16uY/view?usp=drive_link;11xDbi6U2ee0l4GboxPaAjdR_rb4U16uY;;13;4;tempura;0;0;;;;;;;;;;;
1305;1;13. Горячие роллы (темпура)🔥;;;Хот ролл с креветкой;;шт.;300 гр.;8 шт.;;;;1050;;https://static.tildacdn.com/tild6136-6137-4734-a162-373466336463/1305_Hot_roll_ebi.jpg;;https://drive.google.com/file/d/1HROx26jER2x5wZxZs6z7crE1ypYgc63l/view?usp=drive_link;1HROx26jER2x5wZxZs6z7crE1ypYgc63l;;13;5;tempura;0;0;;;;;;;;;;;
1306;1;13. Горячие роллы (темпура)🔥;;;Камчатский ролл;горячий ролл с лососем, крабовыми сурими, сыр ,огурец;шт.;350 гр.;8 шт.;;;;1100;;https://static.tildacdn.com/tild6163-3564-4239-a163-626638303632/1306_Kamchatka.jpg;;https://drive.google.com/file/d/1RIrV8y5Noi0OqdkMJ4h7wTQvp-ldBpqH/view?usp=drive_link;1RIrV8y5Noi0OqdkMJ4h7wTQvp-ldBpqH;;13;6;tempura;0;0;;;;;;;;;;;
1307;1;13. Горячие роллы (темпура)🔥;;;Темпура тунец;;шт.;250 гр.;8 шт.;;;;950;;https://static.tildacdn.com/tild6539-3366-4362-a337-333236666564/1307_Tempura_tuna.jpg;;https://drive.google.com/file/d/1DWwWkx3cky5W4rvvZ4zxa_bsSRPKkrDY/view?usp=drive_link;1DWwWkx3cky5W4rvvZ4zxa_bsSRPKkrDY;;13;7;tempura;0;0;;;;;;;;;;;
1401;1;14. Сандочи🍙;;;Сандочи с Лососем 🍣;сыр, салат, лосось;шт.;160 гр.;4 шт.;;;;700;;https://static.tildacdn.com/tild6365-6339-4239-b537-643830353432/1401_Sandoi_syake.jpg;;https://drive.google.com/file/d/1xxtyFEqj_TCKKAxjMlW_iQaHjS0kHaMB/view?usp=drive_link;1xxtyFEqj_TCKKAxjMlW_iQaHjS0kHaMB;;14;1;sandochi;0;0;;;;;;;;;;;
1402;1;14. Сандочи🍙;;;Сандочи с Креветкой 🍣;сыр, креветка, салат;шт.;160 гр.;4 шт.;;;;700;;https://static.tildacdn.com/tild3063-3432-4832-a332-366236373165/1402_Sandoi_ebi.jpg;;https://drive.google.com/file/d/1G4CdEbvjCRlEGnodQv4UFhD3kAcHyX_M/view?usp=drive_link;1G4CdEbvjCRlEGnodQv4UFhD3kAcHyX_M;;14;2;sandochi;0;0;;;;;;;;;;;
1403;1;14. Сандочи🍙;;;Сандочи с Сурими 🎏;сыр, салат, сурими;шт.;160 гр.;4 шт.;;;;650;;https://static.tildacdn.com/tild3838-6530-4566-a665-333331356639/1403_Sandoi_surimi.jpg;;https://drive.google.com/file/d/1698HYfGIx9APe40RLREAFn78v4jQanhd/view?usp=drive_link;1698HYfGIx9APe40RLREAFn78v4jQanhd;;14;3;sandochi;0;0;;;;;;;;;;;
1404;1;14. Сандочи🍙;;;Сандочи с Угрём 🐉;сыр, салат , угорь;шт.;160 гр.;4 шт.;;;;700;;https://static.tildacdn.com/tild3761-3237-4637-b365-643665316138/1404_Sandoi_unagi.jpg;;https://drive.google.com/file/d/1_4rmtS5-b9u2wIWyMB1TZVKaEHtBLDvR/view?usp=drive_link;1_4rmtS5-b9u2wIWyMB1TZVKaEHtBLDvR;;14;4;sandochi;0;0;;;;;;;;;;;
1501;1;15. Хэнд роллы 🌯;;;Хэнд ролл Лосось;сыр, лосось соус спайс;шт.;250 гр.;2 шт.;;;;950;;https://static.tildacdn.com/tild6134-6163-4732-a537-356163336535/1501_Hand_roll_losos.jpg;;https://drive.google.com/file/d/1tyZonTYHLXQt419qT_3pFSpossCfplvs/view?usp=drive_link;1tyZonTYHLXQt419qT_3pFSpossCfplvs;;15;1;handrolls;0;0;;;;;;;;;;;
1502;1;15. Хэнд роллы 🌯;;;Хэнд ролл Креветка;сыр, креветка, соус спайс;шт.;250 гр.;2 шт.;;;;950;;https://static.tildacdn.com/tild6131-3465-4637-b632-646239623866/1502_Hand_roll_kampi.jpg;;https://drive.google.com/file/d/1WxDrS6ZYPix1hBASUet1IWxGMzrn00xR/view?usp=drive_link;1WxDrS6ZYPix1hBASUet1IWxGMzrn00xR;;15;2;handrolls;0;0;;;;;;;;;;;
1601;1;16. Маки 🐉🥒🦐🐟;;;Сяке маки;лосось;шт.;110 гр.;8 шт.;;;;650;;https://static.tildacdn.com/tild6166-3565-4236-a531-343862386565/1601_Syake_maki.jpg;;https://drive.google.com/file/d/1R6sDxSzjgoC1rj7ADsJZTGlcSt3jReYG/view?usp=drive_link;1R6sDxSzjgoC1rj7ADsJZTGlcSt3jReYG;;16;1;maki;0;0;;;;;;;;;;;
1602;1;16. Маки 🐉🥒🦐🐟;;;Каппа маки;огурец;шт.;110 гр.;8 шт.;;;;450;;https://static.tildacdn.com/tild3638-3030-4937-b832-633030303363/1602_Kappa_maki.jpg;;https://drive.google.com/file/d/1-jRxHusvzzjIl2OkbjEp9l86g129nDFV/view?usp=drive_link;1-jRxHusvzzjIl2OkbjEp9l86g129nDFV;;16;2;maki;0;0;;;;;;;;;;;
1603;1;16. Маки 🐉🥒🦐🐟;;;Унаги маки;угорь;шт.;110 гр.;8 шт.;;;;650;;https://static.tildacdn.com/tild3035-3861-4533-b333-386438626161/1603_Unagi_maki.jpg;;https://drive.google.com/file/d/1HISIaCHOYnyOzyUkNy9K0JOV13nCDp9X/view?usp=drive_link;1HISIaCHOYnyOzyUkNy9K0JOV13nCDp9X;;16;3;maki;0;0;;;;;;;;;;;
1604;1;16. Маки 🐉🥒🦐🐟;;;Туна маки;тунец;шт.;110 гр.;8 шт.;;;;650;;https://static.tildacdn.com/tild3933-3439-4539-b966-363462626430/1604_Tuna_maki.jpg;;https://drive.google.com/file/d/1zdlJKyb5IoL7VIVw3NVx-_4iTDb-8XZQ/view?usp=drive_link;1zdlJKyb5IoL7VIVw3NVx-_4iTDb-8XZQ;;16;4;maki;0;0;;;;;;;;;;;
1605;1;16. Маки 🐉🥒🦐🐟;;;Эби маки;креветка;шт.;110 гр.;8 шт.;;;;650;;https://static.tildacdn.com/tild3262-3366-4262-b030-313062616430/1605_Ebi_maki.jpg;;https://drive.google.com/file/d/1YMC7MCxZ5ftbnlVn7fOA77-vpahxxVRB/view?usp=drive_link;1YMC7MCxZ5ftbnlVn7fOA77-vpahxxVRB;;16;5;maki;0;0;;;;;;;;;;;
1606;1;16. Маки 🐉🥒🦐🐟;;;Канни маки;сурими;шт.;110 гр.;8 шт.;;;;500;;https://static.tildacdn.com/tild3139-3732-4336-b966-666138343231/1606_anni_maki.jpg;;https://drive.google.com/file/d/1OCm2dFbLLPKrdlWKmfsBnCPeNRtkNrUm/view?usp=drive_link;1OCm2dFbLLPKrdlWKmfsBnCPeNRtkNrUm;;16;6;maki;0;0;;;;;;;;;;;
1607;1;16. Маки 🐉🥒🦐🐟;;;Авокадо маки;авокадо;шт.;110 гр.;8 шт.;;;;500;;https://static.tildacdn.com/tild6166-6632-4164-a235-353463323135/1607__.jpg;;https://drive.google.com/file/d/1newZXA5-fEgZxsTcdq_8Y09qTQjp1erP/view?usp=drive_link;;;16;7;maki;1;0;;;;;;;;;;;
1701;1;17. Суши и гунканы🍣;;;Суши с лососем;;шт.;65 гр.;2 шт.;;;;400;;https://static.tildacdn.com/tild6239-3161-4132-a230-613036633463/1701_Sui_losos.jpg;;https://drive.google.com/file/d/1lz3S6yv3-MBy_SaH_fuz_17KAXGSO23F/view?usp=drive_link;1lz3S6yv3-MBy_SaH_fuz_17KAXGSO23F;;17;1;sushi;0;0;;;;;;;;;;;
1702;1;17. Суши и гунканы🍣;;;Суши с угрем;;шт.;55 гр.;2 шт.;;;;500;;https://static.tildacdn.com/tild3839-6237-4436-a566-623732306230/1702_Sui_jegulja.jpg;;https://drive.google.com/file/d/1QykHQk7YJ04b8Vv8r0cvseWGNPyhxrSZ/view?usp=drive_link;1QykHQk7YJ04b8Vv8r0cvseWGNPyhxrSZ;;17;2;sushi;0;0;;;;;;;;;;;
1703;1;17. Суши и гунканы🍣;;;Суши с креветкой;;шт.;65 гр.;2 шт.;;;;400;;https://static.tildacdn.com/tild6338-6663-4337-a437-663563346430/1703_Sui_kampi.jpg;;https://drive.google.com/file/d/1B2M3FbOpNBzv6BXreZMpUFnXLgAse5GS/view?usp=drive_link;1B2M3FbOpNBzv6BXreZMpUFnXLgAse5GS;;17;3;sushi;0;0;;;;;;;;;;;
1704;1;17. Суши и гунканы🍣;;;Суши с тунцом;;шт.;65 гр.;2 шт.;;;;400;;https://static.tildacdn.com/tild3031-6635-4534-b961-633862323263/1704_Sui_tuna.jpg;;https://drive.google.com/file/d/1LZKU6hLu4LHVWubbr4TeD94hOrpRMSRk/view?usp=drive_link;1LZKU6hLu4LHVWubbr4TeD94hOrpRMSRk;;17;4;sushi;0;0;;;;;;;;;;;
1705;1;17. Суши и гунканы🍣;;;Гункан с лососем и острым соусом;;шт.;70 гр.;2 шт.;;;;400;;https://static.tildacdn.com/tild6435-3861-4462-a662-656239633530/1705_Gunkan_spajsi_l.jpg;;https://drive.google.com/file/d/1aunFhWb8q07HhDTvdpo3ipenGIdvLH2_/view?usp=drive_link;1aunFhWb8q07HhDTvdpo3ipenGIdvLH2_;;17;5;sushi;0;0;;;;;;;;;;;
1706;1;17. Суши и гунканы🍣;;;Гункан с угрем и острым соусом;;шт.;60 гр.;2 шт.;;;;500;;https://static.tildacdn.com/tild3736-6637-4331-a334-633165316637/1706_Gunkan_spajsi_j.jpg;;https://drive.google.com/file/d/10ae_yyqNDTxfhODz5E5-6ywBrxb5Il5G/view?usp=drive_link;10ae_yyqNDTxfhODz5E5-6ywBrxb5Il5G;;17;6;sushi;0;0;;;;;;;;;;;
1707;1;17. Суши и гунканы🍣;;;Гункан с сурими и острым соусом;"
";шт.;70 гр.;2 шт.;;;;350;;https://static.tildacdn.com/tild3433-6534-4262-b031-313131393239/1707_Gunkan_spajsi_s.jpg;;https://drive.google.com/file/d/1yS99J_rJGTas-fWIu8CGVn-2RyyRvpsp/view?usp=drive_link;1yS99J_rJGTas-fWIu8CGVn-2RyyRvpsp;;17;7;sushi;0;0;;;;;;;;;;;
1708;1;17. Суши и гунканы🍣;;;Гункан с креветкой и острым соусом;;шт.;70 гр.;2 шт.;;;;400;;https://static.tildacdn.com/tild6232-3265-4162-a461-643862643932/1708_Gunkan_spajsi_k.jpg;;https://drive.google.com/file/d/1kKQ5F-FNKIbtYqq2WMkYmfynJdnCNf8f/view?usp=drive_link;1kKQ5F-FNKIbtYqq2WMkYmfynJdnCNf8f;;17;8;sushi;0;0;;;;;;;;;;;
1709;1;17. Суши и гунканы🍣;;;Гункан с тунцом и острым соусом;;шт.;70 гр.;2 шт.;;;;400;;https://static.tildacdn.com/tild6139-6462-4336-a661-383935623137/1709_Gunkan_spajsi_t.jpg;;https://drive.google.com/file/d/1IH7ZPaBs8Ktt6C7Fcoh-P_K6sdUNbDZ7/view?usp=drive_link;1IH7ZPaBs8Ktt6C7Fcoh-P_K6sdUNbDZ7;;17;9;sushi;0;0;;;;;;;;;;;
1801;1;18. Воки 🥡;;;Лапша Удон с курицей под соусом терияки;;шт.;320 гр.;1 шт.;;;;850;;https://static.tildacdn.com/tild3164-3666-4534-b136-643565323839/1801_Udon_penini_rez.jpg;;https://drive.google.com/file/d/1y5PH6JITDXE47MayD_xQA2ahHApVLknv/view?usp=drive_link;1y5PH6JITDXE47MayD_xQA2ahHApVLknv;;18;1;woks;0;0;;;;;;;;;;;
1802;1;18. Воки 🥡;;;Лапша Гречневая с  курицей под соусом тонкатцу 🐔;курица;шт.;320 гр.;1 шт.;;;;850;;https://static.tildacdn.com/tild6330-6634-4131-b839-376430386166/1802_Soba_rezanci_od.jpg;;https://drive.google.com/file/d/1M4kqY_6zAF9WeaHI82bR35MekpxU0mZy/view?usp=drive_link;1M4kqY_6zAF9WeaHI82bR35MekpxU0mZy;;18;2;woks;0;0;;;;;;;;;;;
1803;1;18. Воки 🥡;;;Лапша Гречневая с овощами под соусом тонкатцу 🐖;болгарский перец, лук, морковь, шампиньоны;шт.;320 гр.;1 шт.;;;;750;;https://static.tildacdn.com/tild6265-6564-4366-a236-383462613734/1803_Soba_rezanci_od.jpg;;https://drive.google.com/file/d/1JoR5qP8jwzhDyEZVaXZxY7nVBhV1qQ6s/view?usp=drive_link;1JoR5qP8jwzhDyEZVaXZxY7nVBhV1qQ6s;;18;3;woks;0;0;;;;;;;;;;;
1804;1;18. Воки 🥡;;;Лапша Яичная с курицей под соусом терияки 🐔;курица;шт.;320 гр.;1 шт.;;;;850;;https://static.tildacdn.com/tild3164-6166-4638-a463-303363326137/1804_Rezanci_od_jaja.jpg;;https://drive.google.com/file/d/1ahH0Xi0av-pScKPBDKm5s1qn3XOfDy2i/view?usp=drive_link;1ahH0Xi0av-pScKPBDKm5s1qn3XOfDy2i;;18;4;woks;0;0;;;;;;;;;;;
1805;1;18. Воки 🥡;;;Лапша Рисовая с курицей под устричным соусом 🐔;курица;шт.;320 гр.;1 шт.;;;;800;;https://static.tildacdn.com/tild3564-3836-4362-b835-613865363363/1805_Harusame_pirina.jpg;;https://drive.google.com/file/d/1gfGCyhImVSakXKykHGHnvmV_JVrttB2D/view?usp=drive_link;1gfGCyhImVSakXKykHGHnvmV_JVrttB2D;;18;5;woks;0;0;;;;;;;;;;;
1806;1;18. Воки 🥡;;;Лапша Рисовая с креветкой под устричным соусом 🦐;креветка;шт.;320 гр.;1 шт.;;;;800;;https://static.tildacdn.com/tild6530-6530-4933-b036-356463646237/1806_Harusame_pirina.jpg;;https://drive.google.com/file/d/1F8JI-V8ddvbl91keU_QH42ZLVPi2Z88B/view?usp=drive_link;1F8JI-V8ddvbl91keU_QH42ZLVPi2Z88B;;18;6;woks;0;0;;;;;;;;;;;
1807;1;18. Воки 🥡;;;Лапша Рисовая с овощами под соусом тонкацу;болгарский перец, лук, морковь, шампиньоны;шт.;320 гр.;1 шт.;;;;700;;https://static.tildacdn.com/tild6636-3138-4464-b163-613262393965/1807_Harusame_pirina.jpg;;https://drive.google.com/file/d/1pA475h5Uaky90CsbBnqVsT0sQDCdHi8s/view?usp=drive_link;1pA475h5Uaky90CsbBnqVsT0sQDCdHi8s;;18;7;woks;0;0;;;;;;;;;;;
1808;1;18. Воки 🥡;;;Тяхан с креветкой;рис с овощами и креветкой;шт.;320 гр.;1 шт.;;;;900;;https://static.tildacdn.com/tild6466-3433-4635-b133-303938303932/1808_Pirina_sa_povre.jpg;;https://drive.google.com/file/d/15pObEOBex8MbdiewUDm6AmvSlWBjqLgB/view?usp=drive_link;15pObEOBex8MbdiewUDm6AmvSlWBjqLgB;;18;8;woks;0;0;;;;;;;;;;;
1809;1;18. Воки 🥡;;;Тяхан с курицей;рис с овощами и курицей;шт.;320 гр.;1 шт.;;;;700;;https://static.tildacdn.com/tild3135-3663-4639-b834-633066356338/1809_Pirina_sa_povre.jpg;;https://drive.google.com/file/d/1HQ1yDVFQ7__mjfA7BnqOiZijo81ExiAu/view?usp=drive_link;1HQ1yDVFQ7__mjfA7BnqOiZijo81ExiAu;;18;9;woks;0;0;;;;;;;;;;;
1901;1;19. Супы🍲;;;Том ям с курицей;;шт.;500 гр.;1 шт.;;;;700;;https://static.tildacdn.com/tild6561-3838-4765-b261-353936666564/1901_Tom_yam_sa_pile.jpg;;https://drive.google.com/file/d/1pp_crTRviCmQ0BpPQtQH6XpW9d1du5Cy/view?usp=drive_link;1pp_crTRviCmQ0BpPQtQH6XpW9d1du5Cy;;19;1;soups;0;0;;;;;;;;;;;
1902;1;19. Супы🍲;;;Том ям с креветками;;шт.;500 гр.;1 шт.;;;;800;;https://static.tildacdn.com/tild6638-3939-4633-a634-663239313238/1902_Tom_yam_sa_kamp.jpg;;https://drive.google.com/file/d/1v6f9UqzHxomKzBQcEJ_mCAVxgHyN-38B/view?usp=drive_link;1v6f9UqzHxomKzBQcEJ_mCAVxgHyN-38B;;19;2;soups;0;0;;;;;;;;;;;
1903;1;19. Супы🍲;;;Рамен;;шт.;600 гр.;1 шт.;;;;700;;https://static.tildacdn.com/tild3835-3830-4863-a363-393131323961/1903_Ramen_rezanica_.jpg;;https://drive.google.com/file/d/1OjpJhbbibu5xfGZvlTooUtsvF6e3d8zr/view?usp=drive_link;1OjpJhbbibu5xfGZvlTooUtsvF6e3d8zr;;19;3;soups;0;0;;;;;;;;;;;
1904;1;19. Супы🍲;;;Сяке тядзуки;;шт.;600 гр.;1 шт.;;;;700;;https://static.tildacdn.com/tild6539-3131-4532-b830-663134616232/1904_Syake_tadzuki_p.jpg;;https://drive.google.com/file/d/1AYZ7A6-IjwzodM3K6fNBsNbrZXB9k8Jw/view?usp=drive_link;1AYZ7A6-IjwzodM3K6fNBsNbrZXB9k8Jw;;19;4;soups;0;0;;;;;;;;;;;
1905;1;19. Супы🍲;;;Суимоно;;шт.;500 гр.;1 шт.;;;;400;;https://static.tildacdn.com/tild3964-6266-4538-a566-313633313532/1905_Suimono_riblja_.jpg;;https://drive.google.com/file/d/1sT33Q3SVISQJcjP66rENf5SiRFw7uIna/view?usp=drive_link;1sT33Q3SVISQJcjP66rENf5SiRFw7uIna;;19;5;soups;0;0;;;;;;;;;;;
1906;1;19. Супы🍲;;;Сяке мисо широ;;шт.;500 гр.;1 шт.;;;;500;;https://static.tildacdn.com/tild3764-6262-4366-b132-333632376161/1906_Syake_miso_shir.jpg;;https://drive.google.com/file/d/1mZR9t1lFQJrlwcQFR11xBtR0nMecUo4U/view?usp=drive_link;1mZR9t1lFQJrlwcQFR11xBtR0nMecUo4U;;19;6;soups;0;0;;;;;;;;;;;
2001;1;20. Доп;;;соевый соус;;шт.;20 гр.;1 сет.;;;;30;;;;;;;20;1;extra;1;0;;;;;;;;;;;
2002;1;20. Доп;;;имбирь;;шт.;20 гр.;1 сет.;;;;30;;;;;;;20;2;extra;1;0;;;;;;;;;;;
2003;1;20. Доп;;;васаби;;шт.;20 гр.;1 сет.;;;;30;;;;;;;20;3;extra;1;1;;;;;;;;;;;
